ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1692731	1.16e-08	1.94e-10	7.644388	13.570768	0.79657912	53831992	TTYH3	tweety family member 3
ILMN_1796074	7.18e-04	7.97e-05	4.233738	0.988067	0.79637374	270265903	TYMSOS	TYMS opposite strand
ILMN_1710170	1.41e-10	1.33e-12	8.91381	18.458705	0.79590236	523498717	PLPP2	phospholipid phosphatase 2
ILMN_2368718	1.29e-07	3.28e-09	6.925985	10.795948	0.79544108	749502320	CENPM	centromere protein M
ILMN_1708906	1.14e-09	1.42e-11	8.307631	16.132685	0.79431987	188497629	CNOT11	CCR4-NOT transcription complex subunit 11
ILMN_1708151	7.88e-09	1.26e-10	7.752785	13.99003	0.79414815	542133099	LAGE3	L antigen family member 3
ILMN_1725912	1.31e-01	4.23e-02	2.075095	-4.804748	0.79363636	22208985	KLK12	kallikrein related peptidase 12
ILMN_1749829	2.16e-05	1.30e-06	5.376501	4.95819	0.79227946	226371666	DLGAP5	DLG associated protein 5
ILMN_1678904	1.14e-03	1.37e-04	4.073909	0.470162	0.79006734	301897468	ENO3	enolase 3
ILMN_1726306	2.59e-07	7.41e-09	6.718507	9.99843	0.78849832	66933008	HMBS	hydroxymethylbilane synthase
ILMN_2275098	8.59e-07	2.93e-08	6.366999	8.654964	0.78710774	156564379	DTX2	deltex E3 ubiquitin ligase 2
ILMN_1765109	7.41e-06	3.74e-07	5.705981	6.168987	0.78511785	NA		
ILMN_1800634	2.88e-05	1.83e-06	5.284915	4.625874	0.78505387	37675275	NME4	NME/NM23 nucleoside diphosphate kinase 4
ILMN_1774823	8.30e-07	2.82e-08	6.376535	8.691255	0.78455892	984880774	RPL34	ribosomal protein L34
ILMN_1815261	1.63e-10	1.58e-12	8.869243	18.288452	0.78158249	157427676	PDIA4	protein disulfide isomerase family A member 4
ILMN_1671766	2.61e-05	1.63e-06	5.315962	4.738304	0.78130303	145275212	F12	coagulation factor XII
ILMN_2125346	1.64e-02	3.19e-03	3.072071	-2.48834	0.78086869	83367076	MUC16	mucin 16, cell surface associated
ILMN_1782633	1.94e-06	7.50e-08	6.124583	7.736029	0.78073737	1002132832	BOLA2	bolA family member 2
ILMN_1788166	1.67e-05	9.65e-07	5.455913	5.247906	0.77937374	262399359	TTK	TTK protein kinase
ILMN_1800341	5.38e-03	8.36e-04	3.517024	-1.241161	0.77607407	345441794	WDR66	WD repeat domain 66
ILMN_1751072	1.55e-08	2.68e-10	7.561542	13.250317	0.77547138	284795265	SRPRB	SRP receptor beta subunit
ILMN_2355665	6.16e-08	1.39e-09	7.14384	11.635865	0.77246128	323639474	MTFP1	mitochondrial fission process 1
ILMN_1763666	1.39e-04	1.13e-05	4.787867	2.861088	0.7696633	73695878	ALDH3B2	aldehyde dehydrogenase 3 family member B2
ILMN_1670353	4.08e-06	1.80e-07	5.897654	6.883007	0.76894613	195947392	RAD51AP1	RAD51 associated protein 1
ILMN_2041577	5.25e-05	3.65e-06	5.09874	3.956796	0.76888889	359465545	SLC52A2	solute carrier family 52 member 2
ILMN_1669502	7.79e-08	1.81e-09	7.077246	11.378898	0.76887542	340523139	E2F3	E2F transcription factor 3
ILMN_1663667	4.72e-08	9.93e-10	7.229668	11.967277	0.76826599	296434317	FLAD1	flavin adenine dinucleotide synthetase 1
ILMN_1796589	4.51e-04	4.58e-05	4.394393	1.519312	0.76825589	261337159	TRIP13	thyroid hormone receptor interactor 13
ILMN_1680626	3.56e-06	1.54e-07	5.938666	7.036591	0.76375758	544186076	PDIA6	protein disulfide isomerase family A member 6
ILMN_2049766	3.12e-05	2.00e-06	5.260552	4.537818	0.76323569	225735556	NFE2L3	nuclear factor, erythroid 2 like 3
ILMN_1745079	1.44e-03	1.80e-04	3.99247	0.210572	0.76321212	705044196	TRIM2	tripartite motif containing 2
ILMN_2380938	1.84e-04	1.58e-05	4.695761	2.542183	0.76267677	354983505	SYT7	synaptotagmin 7
ILMN_1801118	4.54e-08	9.50e-10	7.240828	12.010387	0.75914141	164565439	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25
ILMN_2412860	1.17e-06	4.18e-08	6.275447	8.307077	0.75820539	325651968	MCM4	minichromosome maintenance complex component 4
ILMN_1807423	2.72e-03	3.79e-04	3.765746	-0.495829	0.75576768	30795211	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
ILMN_1790637	9.09e-12	4.97e-14	9.766244	21.684569	0.75526936	170932470	C11orf80	chromosome 11 open reading frame 80
ILMN_2306189	1.73e-08	3.06e-10	7.528102	13.120971	0.75506734	52632376	MAGED1	MAGE family member D1
ILMN_2145396	4.84e-04	4.97e-05	4.370515	1.439706	0.75114815	41152113	AKR7A3	aldo-keto reductase family 7 member A3
ILMN_2156267	2.63e-07	7.57e-09	6.712976	9.977208	0.75057576	197245434	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1
ILMN_2196984	1.27e-04	1.02e-05	4.817609	2.964655	0.74996633	24307928	OIP5	Opa interacting protein 5
ILMN_1765574	5.26e-05	3.66e-06	5.098206	3.954891	0.74975758	109389356	TFAP2A	transcription factor AP-2 alpha
ILMN_1663195	1.93e-06	7.45e-08	6.126212	7.742178	0.74905387	518830595	MCM7	minichromosome maintenance complex component 7
ILMN_1768469	2.52e-02	5.33e-03	2.891391	-2.960075	0.74883165	133987572	TCN1	transcobalamin 1
ILMN_1776490	1.92e-07	5.21e-09	6.808488	10.343968	0.74850842	1008806470	C17orf53	chromosome 17 open reading frame 53
ILMN_1657862	3.88e-06	1.70e-07	5.911589	6.935158	0.74777104	1015215018	AHCY	adenosylhomocysteinase
ILMN_1743911	2.21e-09	2.96e-11	8.121198	15.4137	0.74752525	1007393915	SLC25A39	solute carrier family 25 member 39
ILMN_1651987	7.20e-07	2.38e-08	6.420355	8.858136	0.74681481	115527098	CCDC167	coiled-coil domain containing 167
ILMN_1655663	7.40e-10	8.54e-12	8.437762	16.633696	0.74613805	39812427	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)
ILMN_1699887	7.92e-07	2.65e-08	6.392284	8.751208	0.74413131	82659118	ST14	suppression of tumorigenicity 14
ILMN_1685663	6.00e-04	6.42e-05	4.296923	1.195769	0.7430202	193083115	CYP24A1	cytochrome P450 family 24 subfamily A member 1
ILMN_1685916	3.77e-05	2.49e-06	5.202654	4.329145	0.74095286	166795249	KIF2C	kinesin family member 2C
ILMN_2317923	1.75e-06	6.65e-08	6.155549	7853	0.74000337	89191854	TMEM132A	transmembrane protein 132A
ILMN_1703593	8.52e-05	6.47e-06	4.942912	3.403988	0.73998316	227500029	BAIAP2L1	BAI1 associated protein 2 like 1
ILMN_1748427	1.26e-08	2.12e-10	7.62149	13.4822	0.7396431	149999355	ZNF239	zinc finger protein 239
ILMN_1742705	5.51e-10	6.14e-12	8.522076	16.957878	0.73954209	229577417	SLC39A11	solute carrier family 39 member 11
ILMN_2196328	1.04e-04	8.12e-06	4.880462	3.184427	0.73946128	209862906	POSTN	periostin
ILMN_1696537	3.42e-04	3.28e-05	4.489392	1.838184	0.73591246	307691170	DDIT4L	DNA damage inducible transcript 4 like
ILMN_1784436	6.40e-04	6.96e-05	4.27326	1.117792	0.73478451	815659681	ARHGAP39	Rho GTPase activating protein 39
ILMN_2041190	9.13e-04	1.06e-04	4.149111	0.712479	0.73421212	1041818020	F2RL1	F2R like trypsin receptor 1
ILMN_1804642	5.65e-10	6.33e-12	8.514107	16.927252	0.73376094	344925866	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1
ILMN_2387599	1.63e-05	9.37e-07	5.463741	5.27654	0.73329293	313747550	C20orf24	chromosome 20 open reading frame 24
ILMN_1751776	4.59e-06	2.08e-07	5.85906	6.738725	0.73111111	748821156	CKAP2L	cytoskeleton associated protein 2 like
ILMN_2049021	1.62e-05	9.27e-07	5.466371	5.286167	0.72988215	1034974597	PTTG3P	pituitary tumor-transforming 3, pseudogene
ILMN_1702197	9.47e-06	4.96e-07	5.631799	5.894438	0.7293771	190886453	SAPCD2	suppressor APC domain containing 2
ILMN_1783805	2.63e-04	2.42e-05	4.576344	2.132974	0.72919192	542133162	PNMA3	paraneoplastic Ma antigen 3
ILMN_1709294	2.13e-06	8.42e-08	6.094622	7.622973	0.72917508	379056370	CDCA8	cell division cycle associated 8
ILMN_1671257	2.65e-08	5.06e-10	7.400624	12.627984	0.72836027	570700849	DKC1	dyskerin pseudouridine synthase 1
ILMN_1653278	6.14e-04	6.60e-05	4.288594	1.168297	0.72812458	627469551	MUC20	mucin 20, cell surface associated
ILMN_1739645	5.28e-05	3.68e-06	5.096449	3.94862	0.72705051	697272137	ANLN	anillin actin binding protein
ILMN_1800739	1.05e-04	8.14e-06	4.879641	3.181549	0.72556902	260656006	SPINT2	serine peptidase inhibitor, Kunitz type 2
ILMN_1814787	2.75e-09	3.85e-11	8.054051	15.154457	0.7223569	NA		
ILMN_1768973	2.31e-05	1.42e-06	5.353229	4.873561	0.72023232	27436923	HIST2H2AC	histone cluster 2, H2ac
ILMN_2352131	1.16e-03	1.39e-04	4.068852	0.453956	0.71913131	584277099	ERBB2	erb-b2 receptor tyrosine kinase 2
ILMN_1741406	8.78e-06	4.58e-07	5.653127	5.973264	0.71770034	95007031	HOOK1	hook microtubule tethering protein 1
ILMN_1700978	2.57e-02	5.45e-03	2.883232	-2.980873	0.71732323	749385022	MUC21	mucin 21, cell surface associated
ILMN_1769071	4.00e-04	3.96e-05	4.436059	1.658747	0.71678788	237874248	XKRX	XK related, X-linked
ILMN_1710756	4.36e-06	1.96e-07	5.875343	6.799567	0.71497306	319996653	ENO1	enolase 1
ILMN_1808059	2.73e-07	7.90e-09	6.702169	9.935754	0.71439731	574584576	BCAS4	breast carcinoma amplified sequence 4
ILMN_1729533	9.21e-08	2.19e-09	7.02859	11.191264	0.71426599	91984772	NAXE	NAD(P)HX epimerase
ILMN_2202948	1.43e-05	8.00e-07	5.505517	5.429585	0.71339394	519666795	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
ILMN_1700248	1.56e-03	1.97e-04	3.965042	0.123821	0.71259259	157266265	WDR86	WD repeat domain 86
ILMN_1722489	7.81e-02	2.15e-02	2.361366	-4.214561	0.71195286	48928023	TFF1	trefoil factor 1
ILMN_2334989	2.57e-08	4.89e-10	7.409412	12.661962	0.71175758	304434816	CCT3	chaperonin containing TCP1 subunit 3
ILMN_1713829	1.43e-04	1.17e-05	4.778916	2.829976	0.71048822	209413739	PTGES	prostaglandin E synthase
ILMN_1790537	1.11e-06	3.96e-08	6.28896	8.358364	0.71032997	751368095	RMI2	RecQ mediated genome instability 2
ILMN_1811387	2.27e-01	8.87e-02	1.730471	-5.426645	0.70684175	281485607	TFF3	trefoil factor 3
ILMN_1681503	3.97e-05	2.63e-06	5.187111	4.273268	0.70499663	409971406	MCM2	minichromosome maintenance complex component 2
ILMN_1791328	9.11e-07	3.12e-08	6.350319	8.591512	0.70493266	115430251	STK39	serine/threonine kinase 39
ILMN_1770940	1.26e-03	1.53e-04	4.040517	0.363362	0.70391582	953768346	CDH1	cadherin 1
ILMN_1811238	5.15e-05	3.57e-06	5.105046	3.979311	0.70339394	148596991	ALPK2	alpha kinase 2
ILMN_1780667	1.82e-06	6.94e-08	6.144742	7.812161	0.70176768	239787753	POC1A	POC1 centriolar protein A
ILMN_1790136	3.86e-06	1.69e-07	5.914423	6.945769	0.69958923	1018191464	MRGBP	MRG/MORF4L binding protein
ILMN_2143795	8.00e-04	9.06e-05	4.196401	0.866107	0.69878788	NA		
ILMN_1678095	2.80e-04	2.61e-05	4.554098	2.057295	0.6977138	752507664	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B
ILMN_1770678	6.35e-04	6.89e-05	4.276353	1.127971	0.69724916	289803000	CBX2	chromobox 2
ILMN_1786125	7.80e-06	3.98e-07	5.689784	6.10895	0.69686869	166197663	CCNA2	cyclin A2
ILMN_2379130	5.56e-07	1.77e-08	6.496146	9.14724	0.69657576	68800349	IRAK1	interleukin 1 receptor associated kinase 1
ILMN_1666845	7.94e-02	2.19e-02	2.352536	-4.233719	0.69509764	197383031	KRT17	keratin 17
ILMN_2376204	2.86e-04	2.68e-05	4.547558	2.035079	0.6946229	4505034	LTB	lymphotoxin beta
ILMN_1811470	1.76e-07	4.72e-09	6.83343	10.439844	0.69335017	961513293	PLEK2	pleckstrin 2
ILMN_1781942	4.92e-07	1.55e-08	6.529639	9.275176	0.6927037	217416397	HMMR	hyaluronan mediated motility receptor
ILMN_1692511	1.61e-05	9.20e-07	5.468418	5.293656	0.69253872	219802779	TMEM106C	transmembrane protein 106C
ILMN_2232854	5.35e-04	5.62e-05	4.335488	1.323334	0.69174074	620597360	FAP	fibroblast activation protein alpha
ILMN_1666206	5.03e-05	3.47e-06	5.1125	4.005936	0.69159596	109689710	GSDMB	gasdermin B
ILMN_1676213	6.84e-04	7.53e-05	4.250529	1.043104	0.69150168	124517647	SRPX2	sushi repeat containing protein, X-linked 2
ILMN_2383349	1.98e-04	1.73e-05	4.670542	2.455358	0.69134343	59853424	STEAP3	STEAP3 metalloreductase
ILMN_2051373	1.02e-04	7.90e-06	4.887726	3.209904	0.68987879	323510686	NEK2	NIMA related kinase 2
ILMN_1660793	3.21e-04	3.06e-05	4.509195	1.905078	0.68847811	548961479	PAQR4	progestin and adipoQ receptor family member 4
ILMN_1782247	5.88e-07	1.89e-08	6.479715	9.084515	0.68793939	153791534	KAT2A	lysine acetyltransferase 2A
ILMN_1757467	1.40e-03	1.75e-04	4.001318	0.238628	0.68779125	85838503	H1F0	H1 histone family member 0
ILMN_1789123	7.00e-06	3.50e-07	5.723695	6.234701	0.68606734	299829199	PLK4	polo like kinase 4
ILMN_1798654	3.42e-05	2.23e-06	5.231579	4.433286	0.6856532	386869284	MCM6	minichromosome maintenance complex component 6
ILMN_1720124	5.58e-06	2.66e-07	5.795504	6.501678	0.68489562	342837719	RCC2	regulator of chromosome condensation 2
ILMN_2413898	1.24e-05	6.78e-07	5.549502	5.591125	0.68382828	296011004	MCM10	minichromosome maintenance 10 replication initiation factor
ILMN_1796949	4.82e-05	3.29e-06	5.126761	4.05692	0.68273737	40354199	TPX2	TPX2, microtubule nucleation factor
ILMN_1651343	4.14e-06	1.83e-07	5.893105	6.865986	0.68231987	NA		
ILMN_2374352	9.99e-06	5.30e-07	5.614607	5.830962	0.68211111	569026713	DBNDD1	dysbindin domain containing 1
ILMN_1762883	1.65e-06	6.19e-08	6.173939	7.922527	0.67981818	153945706	ECE2	endothelin converting enzyme 2
ILMN_1748707	2.56e-09	3.52e-11	8.076642	15.241694	0.67810774	546231467	CRELD2	cysteine rich with EGF like domains 2
ILMN_1676548	9.88e-07	3.47e-08	6.323293	8.488767	0.67672054	229577400	BZW2	basic leucine zipper and W2 domains 2
ILMN_1812262	2.54e-04	2.32e-05	4.587512	2.171035	0.67613805	114520614	DDR1	discoidin domain receptor tyrosine kinase 1
ILMN_1803838	3.33e-06	1.42e-07	5.958593	7.111308	0.67414815	187960107	CNFN	cornifelin
ILMN_1653358	4.75e-06	2.18e-07	5.846964	6.693559	0.67367003	148277008	FUT3	fucosyltransferase 3 (Lewis blood group)
ILMN_1662658	5.96e-06	2.87e-07	5.775078	6.425641	0.67358923	259155298	PUS1	pseudouridylate synthase 1
ILMN_1659462	3.12e-06	1.31e-07	5.979062	7.188126	0.67278451	985567529	DUSP23	dual specificity phosphatase 23
ILMN_1676631	6.03e-03	9.56e-04	3.473877	-1.367101	0.67179125	664818519	CCNO	cyclin O
ILMN_1740291	1.62e-05	9.29e-07	5.465844	5.284236	0.67107071	139394647	POLQ	DNA polymerase theta
ILMN_1741422	9.67e-07	3.38e-08	6.330098	8.514629	0.67079125	NA		
ILMN_2041046	1.81e-04	1.55e-05	4.701636	2.562441	0.6699798	206725531	CKS1B	CDC28 protein kinase regulatory subunit 1B
ILMN_2143155	2.45e-06	9.91e-08	6.052526	7.464344	0.66978451	197304797	KIF11	kinesin family member 11
ILMN_1724489	4.05e-06	1.78e-07	5.899747	6.890838	0.66838047	31881681	RFC4	replication factor C subunit 4
ILMN_1651568	2.39e-02	5.01e-03	2.913571	-2.903313	0.66496633	308736984	MUC13	mucin 13, cell surface associated
ILMN_2283388	1.05e-04	8.13e-06	4.879973	3.182712	0.66465657	313747550	C20orf24	chromosome 20 open reading frame 24
ILMN_1749327	2.29e-04	2.07e-05	4.620233	2.282795	0.66427609	393662586	MAPK13	mitogen-activated protein kinase 13
ILMN_1657547	1.16e-04	9.21e-06	4.845583	3.062317	0.6640202	63054847	CCDC34	coiled-coil domain containing 34
ILMN_1758731	8.99e-04	1.04e-04	4.155051	0.731724	0.66201347	983173856	CYP2J2	cytochrome P450 family 2 subfamily J member 2
ILMN_1699243	3.48e-01	1.62e-01	1.414051	-5.907219	0.66188889	325910870	MSMB	microseminoprotein beta
ILMN_1697460	1.06e-05	5.72e-07	5.594063	5.755189	0.66053535	1043916019	REEP6	receptor accessory protein 6
ILMN_1651826	8.24e-03	1.40e-03	3.34998	-1.72295	0.66050505	410025478	BASP1	brain abundant membrane attached signal protein 1
ILMN_1804851	2.15e-05	1.29e-06	5.378088	4.963965	0.66009428	16554613	MRPS17	mitochondrial ribosomal protein S17
ILMN_1679476	1.30e-10	1.19e-12	8.941374	18.563937	0.66008081	209869996	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
ILMN_2369666	2.11e-03	2.81e-04	3.85826	-0.210562	0.65965993	260099700	CR2	complement component 3d receptor 2
ILMN_1666305	4.61e-05	3.14e-06	5.139278	4.101712	0.6576229	195927023	CDKN3	cyclin dependent kinase inhibitor 3
ILMN_2101832	7.07e-03	1.16e-03	3.410768	-1.549444	0.65755892	74271830	LAPTM4B	lysosomal protein transmembrane 4 beta
ILMN_2366634	6.45e-04	7.01e-05	4.271039	1.110485	0.65672727	938148801	PKM	pyruvate kinase, muscle
ILMN_2181432	8.19e-07	2.78e-08	6.380359	8.705808	0.65661953	949474700	SPC24	SPC24, NDC80 kinetochore complex component
ILMN_1723412	1.40e-03	1.75e-04	4.001634	0.239631	0.65548485	42716308	ASCL2	achaete-scute family bHLH transcription factor 2
ILMN_1737041	9.12e-03	1.58e-03	3.309875	-1.836254	0.65521549	974005330	HABP2	hyaluronan binding protein 2
ILMN_2298511	6.63e-06	3.27e-07	5.741667	6.301431	0.65489562	1002132832	BOLA2	bolA family member 2
ILMN_1679195	1.51e-04	1.25e-05	4.760382	2.765635	0.65455892	NA		
ILMN_2389069	5.66e-02	1.43e-02	2.522071	-3.855589	0.65339394	937226994	PAEP	progestagen associated endometrial protein
ILMN_1696601	1.84e-05	1.08e-06	5.42693	5.142005	0.6530101	94538367	VARS	valyl-tRNA synthetase
ILMN_1706643	5.58e-03	8.72e-04	3.503647	-1.280315	0.65273064	240255541	COL6A3	collagen type VI alpha 3 chain
ILMN_1657746	7.49e-07	2.48e-08	6.409353	8.816216	0.6526936	720642607	BPHL	biphenyl hydrolase like
ILMN_1653432	3.56e-06	1.54e-07	5.93824	7.034991	0.65225589	NA		
ILMN_1804090	6.30e-06	3.06e-07	5.758703	6.364738	0.65197643	401461822	SLC25A10	solute carrier family 25 member 10
ILMN_1705093	4.34e-10	4.69e-12	8.590995	17.222587	0.65155892	309243098	ORC5	origin recognition complex subunit 5
ILMN_1685122	1.34e-03	1.65e-04	4.018128	0.292035	0.65114141	31083125	COL9A2	collagen type IX alpha 2 chain
ILMN_1674706	1.92e-04	1.66e-05	4.682069	2.495016	0.65113805	94721353	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
ILMN_1692754	4.81e-06	2.21e-07	5.84331	6.679918	0.65024242	1042998914	VMP1	vacuole membrane protein 1
ILMN_1756705	3.41e-06	1.46e-07	5.951176	7.083489	0.64887542	157951660	CHTF18	chromosome transmission fidelity factor 18
ILMN_1768751	9.21e-08	2.20e-09	7.028112	11.18942	0.64843434	544346149	MTA3	metastasis associated 1 family member 3
ILMN_2239774	5.45e-04	5.74e-05	4.328934	1.301613	0.64830976	1011750880	FAM83A	family with sequence similarity 83 member A
ILMN_1742731	9.66e-06	5.09e-07	5.624895	5.868942	0.64815488	544063417	SLC35A2	solute carrier family 35 member A2
ILMN_2409220	4.06e-07	1.24e-08	6.586741	9.493526	0.64777441	217416393	HMMR	hyaluronan mediated motility receptor
ILMN_1783695	1.08e-10	9.51e-13	9.000054	18.787771	0.64570034	62241041	EPRS	glutamyl-prolyl-tRNA synthetase
ILMN_2330243	4.75e-06	2.18e-07	5.847271	6.694703	0.64484848	40288275	NUDT1	nudix hydrolase 1
ILMN_1727540	3.82e-07	1.16e-08	6.604159	9.56019	0.64461279	987996600	C1orf112	chromosome 1 open reading frame 112
ILMN_1804476	1.38e-07	3.54e-09	6.90696	10.72271	0.64314815	302058306	GMPPA	GDP-mannose pyrophosphorylase A
ILMN_1784655	3.13e-05	2.01e-06	5.259566	4.534257	0.64254545	237874287	TLCD1	TLC domain containing 1
ILMN_1745807	2.64e-04	2.44e-05	4.573805	2.124327	0.64226936	52851436	TMEM62	transmembrane protein 62
ILMN_1673721	1.72e-05	9.95e-07	5.447717	5.217939	0.64081145	284055275	EXO1	exonuclease 1
ILMN_1700268	6.68e-03	1.09e-03	3.432768	-1.486132	0.64071044	970949421	QPRT	quinolinate phosphoribosyltransferase
ILMN_2321153	1.93e-02	3.85e-03	3.00611	-2.663002	0.64060606	336285427	MUC4	mucin 4, cell surface associated
ILMN_1718972	1.15e-04	9.07e-06	4.84984	3.0772	0.64042088	733605431	MFSD3	major facilitator superfamily domain containing 3
ILMN_2090802	1.73e-05	1.01e-06	5.444922	5.207725	0.6403468	221554544	TMEM79	transmembrane protein 79
ILMN_2306540	4.51e-04	4.57e-05	4.395074	1.521584	0.6403367	48762717	PDE9A	phosphodiesterase 9A
ILMN_1703906	7.61e-05	5.68e-06	4.978629	3.530083	0.63952525	545479117	HJURP	Holliday junction recognition protein
ILMN_1748323	1.36e-03	1.68e-04	4.014029	279	0.63939057	208022628	CXCL14	C-X-C motif chemokine ligand 14
ILMN_1708348	4.09e-04	4.07e-05	4.427767	1.630943	0.63924916	256773263	ADAM8	ADAM metallopeptidase domain 8
ILMN_1769926	4.69e-06	2.15e-07	5.85163	6.710977	0.63902694	166362726	DBN1	drebrin 1
ILMN_2064725	1.19e-04	9.41e-06	4.839507	3.041084	0.63886532	164663804	METTL7B	methyltransferase like 7B
ILMN_2167758	5.11e-04	5.32e-05	4.351372	1.376045	0.63781818	192449444	CILP	cartilage intermediate layer protein
ILMN_1794965	2.87e-03	4.04e-04	3.7462	-0.555556	0.63713131	105990540	ABCA4	ATP binding cassette subfamily A member 4
ILMN_1707448	4.03e-03	5.98e-04	3.623632	-0.925661	0.63711111	568599828	CDK12	cyclin dependent kinase 12
ILMN_2337928	6.21e-04	6.69e-05	4.28466	1.155329	0.63708418	342307093	CXCR5	C-X-C motif chemokine receptor 5
ILMN_2075334	2.70e-02	5.76e-03	2.863148	-3.031882	0.63678114	21071024	HIST1H4C	histone cluster 1, H4c
ILMN_2141790	1.07e-04	8.34e-06	4.872958	3.158123	0.63660943	597709816	HYOU1	hypoxia up-regulated 1
ILMN_2405521	6.82e-03	1.11e-03	3.425369	-1.507455	0.63649158	NA		
ILMN_1707484	7.70e-06	3.92e-07	5.694056	6.12478	0.63492929	41393576	GEMIN6	gem nuclear organelle associated protein 6
ILMN_2344971	2.10e-04	1.86e-05	4.650155	2.385324	0.63381481	340545540	FOXM1	forkhead box M1
ILMN_1753830	5.90e-05	4.20e-06	5.060964	3.822156	0.63276431	118918427	ETV4	ETS variant 4
ILMN_1654696	3.41e-03	4.94e-04	3.683576	-0.745621	0.63195286	392841197	C15orf48	chromosome 15 open reading frame 48
ILMN_1700337	2.75e-05	1.73e-06	5.299989	4.680432	0.6313569	154800452	TROAP	trophinin associated protein
ILMN_1740415	2.38e-04	2.16e-05	4.608038	2.241097	0.63042424	NA		
ILMN_1684391	6.67e-06	3.29e-07	5.739527	6.293482	0.63029293	324710986	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
ILMN_1801504	2.74e-04	2.55e-05	4.561592	2.082769	0.63021212	169790829	RUNX1	runt related transcription factor 1
ILMN_1804339	5.16e-03	7.97e-04	3.532332	-1.196234	0.63005387	41327718	CAMK1G	calcium/calmodulin dependent protein kinase IG
