ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
201645_at	2.66e-07	4.22e-08	5.89888	7.7507027	1.1298517	TNC	tenascin C
204619_s_at	1.00e-11	7.12e-13	8.142433	18.5730244	1.1284725	VCAN	versican
217809_at	7.86e-24	8.47e-26	13.880766	48.1288018	1.1276274	BZW2	basic leucine zipper and W2 domains 2
215380_s_at	6.18e-19	1.39e-20	11.540535	36.1890813	1.1268967	GGCT	gamma-glutamylcyclotransferase
216905_s_at	1.94e-22	2.72e-24	13.194816	44.6778599	1.1235574	ST14	suppression of tumorigenicity 14
201428_at	4.62e-16	1.64e-17	10.191582	29.1631337	1.1221914	CLDN4	claudin 4
216207_x_at	2.69e-07	4.28e-08	5.895938	7.737508	1.1216337	IGKC	immunoglobulin kappa constant
209277_at	1.63e-05	3.66e-06	4.880149	3.4056899	1.1167092	TFPI2	tissue factor pathway inhibitor 2
219508_at	1.19e-10	1.02e-11	7.619249	15.9423538	1.1146499	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type
220334_at	5.95e-16	2.15e-17	10.139682	28.8923538	1.1144395	RGS17	regulator of G-protein signaling 17
202705_at	3.01e-17	8.91e-19	10.745689	32.0539786	1.1139742	CCNB2	cyclin B2
208767_s_at	1.88e-11	1.42e-12	8.006966	17.887484	1.1135	LAPTM4B	lysosomal protein transmembrane 4 beta
204962_s_at	1.61e-13	8.65e-15	8.994918	22.9409464	1.1133196	SLC35F6///CENPA	solute carrier family 35 member F6///centromere protein A
204023_at	2.12e-16	7.08e-18	10.350829	29.9940745	1.1105733	RFC4	replication factor C subunit 4
208308_s_at	4.77e-15	2.01e-16	9.714229	26.6743473	1.1085984	GPI	glucose-6-phosphate isomerase
201942_s_at	1.31e-08	1.63e-09	6.590775	10.9409141	1.1080739	CPD	carboxypeptidase D
204653_at	1.09e-16	3.51e-18	10.484777	30.6930109	1.1059183	TFAP2A	transcription factor AP-2 alpha
217179_x_at	5.53e-07	9.32e-08	5.724978	6.9765569	1.1044774	BMS1P20	BMS1, ribosome biogenesis factor pseudogene 20
204033_at	1.84e-10	1.63e-11	7.526772	15.4825404	1.1037444	TRIP13	thyroid hormone receptor interactor 13
210052_s_at	2.45e-16	8.26e-18	10.321589	29.8415001	1.0980079	TPX2	TPX2, microtubule nucleation factor
205107_s_at	1.40e-16	4.56e-18	10.434709	30.4317668	1.0940989	EFNA4	ephrin A4
214916_x_at	7.62e-08	1.10e-08	6.189453	9.0701621	1.0937312	IGHV3-23///IGHV4-31///IGHM///IGHG3///IGHG1///IGHA2///IGHA1	immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1
216853_x_at	2.06e-07	3.22e-08	5.957687	8.0151859	1.0905981	IGLJ3	immunoglobulin lambda joining 3
218350_s_at	4.23e-15	1.76e-16	9.738775	26.8021901	1.0880473	GMNN	geminin, DNA replication inhibitor
201943_s_at	3.04e-10	2.81e-11	7.417815	14.9430331	1.0878574	CPD	carboxypeptidase D
205466_s_at	6.27e-08	8.90e-09	6.234193	9.2760447	1.0872275	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
AFFX-HUMGAPDH/M33197_M_at	5.80e-22	8.66e-24	12.967973	43.5266689	1.0849027	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
200806_s_at	1.87e-12	1.18e-13	8.490941	20.3486214	1.0820076	HSPD1	heat shock protein family D (Hsp60) member 1
214973_x_at	8.53e-07	1.49e-07	5.621525	6.5218876	1.0818638	IGHD	immunoglobulin heavy constant delta
206224_at	2.66e-08	3.52e-09	6.429998	10.1851337	1.0808919	CST1	cystatin SN
219118_at	3.00e-12	1.96e-13	8.393381	19.8499692	1.0787799	FKBP11	FK506 binding protein 11
206504_at	6.27e-06	1.30e-06	5.126766	4.4129629	1.0761762	CYP24A1	cytochrome P450 family 24 subfamily A member 1
204401_at	4.53e-16	1.60e-17	10.195885	29.1855867	1.0760094	KCNN4	potassium calcium-activated channel subfamily N member 4
201231_s_at	3.07e-24	3.13e-26	14.079128	49.1177431	1.0759112	ENO1	enolase 1
209772_s_at	4.31e-10	4.12e-11	7.340971	14.5640669	1.0727678	CD24	CD24 molecule
222067_x_at	1.42e-15	5.46e-17	9.962257	27.96692	1.0692418	HIST1H2BD	histone cluster 1, H2bd
201195_s_at	5.61e-13	3.27e-14	8.739489	21.6239397	1.0689439	SLC7A5	solute carrier family 7 member 5
208029_s_at	1.83e-10	1.62e-11	7.527703	15.4871579	1.0650317	LAPTM4B	lysosomal protein transmembrane 4 beta
219117_s_at	4.70e-11	3.80e-12	7.814544	16.9187959	1.0614066	FKBP11	FK506 binding protein 11
201250_s_at	6.40e-16	2.32e-17	10.125383	28.8177558	1.0591178	SLC2A1	solute carrier family 2 member 1
205997_at	1.17e-13	6.16e-15	9.060237	23.2786255	1.0589968	ADAM28	ADAM metallopeptidase domain 28
203892_at	1.73e-09	1.84e-10	7.039471	13.09034	1.0576129	WFDC2	WAP four-disulfide core domain 2
202718_at	1.52e-05	3.41e-06	4.897355	3.474948	1.0536513	IGFBP2	insulin like growth factor binding protein 2
201418_s_at	8.10e-18	2.19e-19	11.012955	33.4467591	1.0495008	SOX4	SRY-box 4
200644_at	4.98e-17	1.52e-18	10.644189	31.5246414	1.049434	MARCKSL1	MARCKS like 1
204767_s_at	3.65e-16	1.27e-17	10.240052	29.4160377	1.0490176	FEN1	flap structure-specific endonuclease 1
205174_s_at	2.71e-07	4.32e-08	5.893928	7.728493	1.0476392	QPCT	glutaminyl-peptide cyclotransferase
209260_at	2.04e-10	1.82e-11	7.503806	15.3686155	1.0453418	SFN	stratifin
209186_at	1.30e-19	2.69e-21	11.855587	37.8204265	1.0440042	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
216984_x_at	7.53e-07	1.30e-07	5.651832	6.6546214	1.0403659	IGLJ3///IGLV1-44///CKAP2///IGLV@///IGLC1	immunoglobulin lambda joining 3///immunoglobulin lambda variable 1-44///cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1
33322_i_at	2.70e-11	2.10e-12	7.931304	17.5058464	1.0337322	SFN	stratifin
217227_x_at	3.38e-07	5.48e-08	5.841985	7.4960989	1.0328876	IGLV1-44	immunoglobulin lambda variable 1-44
202786_at	3.06e-17	9.08e-19	10.742028	32.0348883	1.0323141	STK39	serine/threonine kinase 39
204444_at	6.43e-13	3.81e-14	8.710085	21.4727235	1.029937	KIF11	kinesin family member 11
213453_x_at	1.05e-23	1.19e-25	13.813034	47.7901679	1.0284112	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
209836_x_at	2.48e-18	6.02e-20	11.259723	34.7308294	1.0282041	BOLA2B///BOLA2	bolA family member 2B///bolA family member 2
218355_at	4.74e-14	2.35e-15	9.244477	24.232776	1.0246237	KIF4A	kinesin family member 4A
211747_s_at	2.56e-16	8.64e-18	10.313062	29.7970049	1.0238433	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
205499_at	4.16e-11	3.32e-12	7.840935	17.0512811	1.0236081	SRPX2	sushi repeat containing protein, X-linked 2
202357_s_at	2.34e-08	3.06e-09	6.459495	10.3231808	1.0211355	CFB	complement factor B
202200_s_at	1.40e-23	1.63e-25	13.750189	47.4755396	1.0204498	SRPK1	SRSF protein kinase 1
209644_x_at	1.03e-09	1.05e-10	7.152917	13.642301	1.0199512	CDKN2A	cyclin dependent kinase inhibitor 2A
208103_s_at	2.97e-13	1.66e-14	8.869774	22.294964	1.015778	ANP32E	acidic nuclear phosphoprotein 32 family member E
205513_at	4.79e-06	9.70e-07	5.194392	4.6944826	1.0147424	TCN1	transcobalamin 1
202779_s_at	4.76e-13	2.75e-14	8.7728	21.7953547	1.0136201	UBE2S	ubiquitin conjugating enzyme E2 S
204162_at	1.23e-10	1.06e-11	7.611902	15.9057577	1.0131918	NDC80	NDC80, kinetochore complex component
201004_at	1.15e-19	2.37e-21	11.880234	37.9478087	1.0115043	SSR4	signal sequence receptor subunit 4
209498_at	2.65e-12	1.72e-13	8.41919	19.9817715	1.0111066	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
203358_s_at	3.80e-11	3.01e-12	7.860277	17.1484577	1.0106238	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit
206499_s_at	1.14e-25	9.38e-28	14.785717	52.6052728	1.0104409	RCC1	regulator of chromosome condensation 1
202854_at	4.59e-18	1.17e-19	11.1334	34.0737669	1.0083166	HPRT1	hypoxanthine phosphoribosyltransferase 1
209596_at	1.58e-10	1.39e-11	7.558166	15.6384446	1.0072979	MXRA5	matrix remodeling associated 5
205229_s_at	1.09e-08	1.33e-09	6.632772	11.1396493	1.0067552	COCH	cochlin
217356_s_at	4.89e-13	2.83e-14	8.76748	21.7679715	1.0063567	PGK1	phosphoglycerate kinase 1
218982_s_at	3.59e-18	8.98e-20	11.183402	34.3339204	1.0062378	MRPS17	mitochondrial ribosomal protein S17
203087_s_at	4.16e-15	1.73e-16	9.742119	26.8196047	1.0049437	KIF2A	kinesin family member 2A
214437_s_at	1.12e-14	4.97e-16	9.541294	25.7742991	1.0048299	SHMT2	serine hydroxymethyltransferase 2
220431_at	2.45e-06	4.69e-07	5.361929	5.4013469	1.0039032	TMPRSS11E	transmembrane protease, serine 11E
210827_s_at	3.86e-12	2.57e-13	8.34086	19.5820156	1.0034023	ELF3	E74 like ETS transcription factor 3
209642_at	4.63e-12	3.14e-13	8.302234	19.3851827	1.002619	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
218888_s_at	6.31e-09	7.43e-10	6.753732	11.7149792	1.0019097	NETO2	neuropilin and tolloid like 2
205361_s_at	5.02e-14	2.51e-15	9.232208	24.1691641	0.9992181	PFDN4	prefoldin subunit 4
200052_s_at	8.24e-16	3.04e-17	10.073375	28.5464492	0.9989756	ILF2	interleukin enhancer binding factor 2
201690_s_at	2.49e-15	9.99e-17	9.847163	27.3669199	0.9984202	TPD52	tumor protein D52
201327_s_at	1.96e-14	9.10e-16	9.425953	25.1747194	0.9975395	CCT6A	chaperonin containing TCP1 subunit 6A
218027_at	1.23e-16	3.99e-18	10.460185	30.5646949	0.9961821	MRPL15	mitochondrial ribosomal protein L15
208190_s_at	3.96e-18	9.97e-20	11.163493	34.2303501	0.9954016	LSR	lipolysis stimulated lipoprotein receptor
206859_s_at	1.44e-05	3.22e-06	4.911495	3.5319844	0.9950555	PAEP	progestagen associated endometrial protein
202107_s_at	1.17e-15	4.44e-17	10.001563	28.1718959	0.9934386	MCM2	minichromosome maintenance complex component 2
211641_x_at	2.97e-08	3.96e-09	6.405591	10.0711205	0.992708	IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA2///IGHA1	immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1
217235_x_at	1.33e-06	2.41e-07	5.513392	6.0515186	0.9922137	IGLL5	immunoglobulin lambda like polypeptide 5
206134_at	8.71e-08	1.27e-08	6.159163	8.9311779	0.9918827	ADAMDEC1	ADAM like decysin 1
208787_at	1.05e-19	2.14e-21	11.899844	38.0491343	0.9912265	MRPL3	mitochondrial ribosomal protein L3
201091_s_at	1.29e-14	5.78e-16	9.512594	25.6250485	0.989919	CBX3	chromobox 3
219288_at	2.09e-16	6.96e-18	10.354131	30.0113046	0.9893602	C3orf14	chromosome 3 open reading frame 14
208658_at	2.49e-18	6.07e-20	11.258422	34.724066	0.9871464	PDIA4	protein disulfide isomerase family A member 4
33323_r_at	6.53e-11	5.39e-12	7.745618	16.57337	0.9842696	SFN	stratifin
207165_at	1.42e-14	6.44e-16	9.491852	25.5172084	0.9823612	HMMR	hyaluronan mediated motility receptor
200698_at	8.00e-20	1.60e-21	11.955193	38.334988	0.9817231	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2
214039_s_at	5.02e-14	2.51e-15	9.231875	24.1674423	0.9814966	LAPTM4B	lysosomal protein transmembrane 4 beta
209108_at	1.11e-14	4.92e-16	9.543293	25.7846961	0.9780504	TSPAN6	tetraspanin 6
217157_x_at	2.96e-07	4.75e-08	5.873172	7.6355033	0.9770595	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
203554_x_at	5.35e-18	1.38e-19	11.101446	33.9074687	0.9752765	PTTG1	pituitary tumor-transforming 1
203228_at	3.28e-20	6.28e-22	12.136146	39.268172	0.9750381	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3
202005_at	4.15e-26	3.23e-28	15.003116	53.6667994	0.9745525	ST14	suppression of tumorigenicity 14
204895_x_at	4.30e-05	1.05e-05	4.623761	2.3924517	0.9723098	MUC4	mucin 4, cell surface associated
204170_s_at	1.40e-08	1.75e-09	6.576115	10.871665	0.970464	CKS2	CDC28 protein kinase regulatory subunit 2
208579_x_at	3.27e-10	3.03e-11	7.402538	14.8675873	0.9696843	H2BFS	H2B histone family member S
205309_at	2.40e-15	9.60e-17	9.854781	27.4066235	0.9674572	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B
202391_at	3.10e-08	4.13e-09	6.396571	10.0290334	0.9628275	BASP1	brain abundant membrane attached signal protein 1
203417_at	2.88e-11	2.24e-12	7.917996	17.4388174	0.9621177	MFAP2	microfibrillar associated protein 2
201268_at	6.95e-20	1.38e-21	11.984073	38.4840675	0.9596702	NME1-NME2///NME2	NME1-NME2 readthrough///NME/NM23 nucleoside diphosphate kinase 2
207265_s_at	4.22e-16	1.48e-17	10.210428	29.2614644	0.9589638	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3
203560_at	3.15e-08	4.22e-09	6.392273	10.0089866	0.9572683	GGH	gamma-glutamyl hydrolase
209125_at	1.17e-04	3.09e-05	4.350222	1.352217	0.9561799	KRT6A	keratin 6A
212190_at	1.31e-08	1.64e-09	6.590329	10.938803	0.9561228	SERPINE2	serpin family E member 2
222077_s_at	1.11e-10	9.45e-12	7.634408	16.0178885	0.9510576	RACGAP1	Rac GTPase activating protein 1
215949_x_at	7.92e-07	1.37e-07	5.6398	6.6018776	0.9500814	IGHM	immunoglobulin heavy constant mu
205767_at	1.07e-04	2.80e-05	4375	1.4446372	0.9488692	EREG	epiregulin
212115_at	6.07e-21	1.04e-22	12.484335	41.057343	0.948207	HN1L	hematological and neurological expressed 1 like
203316_s_at	3.11e-18	7.68e-20	11.213268	34.4892675	0.9481724	SNRPE	small nuclear ribonucleoprotein polypeptide E
212236_x_at	2.15e-06	4.07e-07	5.394289	5.5393869	0.9475974	KRT17///JUP	keratin 17///junction plakoglobin
200903_s_at	3.46e-15	1.42e-16	9.780391	27.0189797	0.9447083	AHCY	adenosylhomocysteinase
218498_s_at	2.90e-15	1.17e-16	9.816417	27.2066905	0.9446289	ERO1A	endoplasmic reticulum oxidoreductase 1 alpha
217398_x_at	1.91e-23	2.32e-25	13.680201	47.1246679	0.9418979	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
204256_at	1.44e-05	3.21e-06	4.911723	3.5329042	0.9405448	ELOVL6	ELOVL fatty acid elongase 6
200910_at	6.20e-17	1.94e-18	10.597834	31.2828457	0.939729	LOC101927137///CCT3	uncharacterized LOC101927137///chaperonin containing TCP1 subunit 3
205047_s_at	1.98e-09	2.13e-10	7.009201	12.9436105	0.9384705	ASNS	asparagine synthetase (glutamine-hydrolyzing)
211633_x_at	1.13e-06	2.01e-07	5.55416	6.2282598	0.9384643		
206561_s_at	3.95e-03	1.43e-03	3.271787	-2.2837716	0.9378775	AKR1B10	aldo-keto reductase family 1 member B10
200966_x_at	5.51e-15	2.34e-16	9.685013	26.5222155	0.9378486	ALDOA	aldolase, fructose-bisphosphate A
209433_s_at	7.21e-14	3.68e-15	9.158808	23.7888177	0.9376084	PPAT	phosphoribosyl pyrophosphate amidotransferase
222037_at	2.05e-12	1.30e-13	8.472427	20.2539043	0.9372573	MCM4	minichromosome maintenance complex component 4
212828_at	3.91e-15	1.62e-16	9.755597	26.889813	0.9343845	SYNJ2	synaptojanin 2
212581_x_at	7.86e-24	8.50e-26	13.88007	48.1253216	0.9343045	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
204679_at	1.87e-07	2.89e-08	5.981022	8.1205036	0.9341241	KCNK1	potassium two pore domain channel subfamily K member 1
201941_at	1.09e-09	1.11e-10	7.141253	13.5854032	0.9306795	CPD	carboxypeptidase D
210046_s_at	8.68e-15	3.78e-16	9.593521	26.0459941	0.930361	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial
203207_s_at	3.00e-11	2.34e-12	7.90971	17.3971013	0.9298064	MTFR1	mitochondrial fission regulator 1
201714_at	2.97e-15	1.20e-16	9.8119	27.1831502	0.9277946	TUBG1	tubulin gamma 1
204086_at	1.03e-07	1.52e-08	6.119883	8.7514243	0.9270742	PRAME	preferentially expressed antigen in melanoma
209408_at	1.35e-14	6.10e-16	9.502374	25.57191	0.9259163	KIF2C	kinesin family member 2C
218720_x_at	5.48e-12	3.74e-13	8.267889	19.2103284	0.9252796	SEZ6L2	seizure related 6 homolog like 2
220239_at	1.47e-11	1.09e-12	8.060237	18.1567269	0.9252547	KLHL7	kelch like family member 7
202487_s_at	2.82e-19	6.07e-21	11.699278	37.0117375	0.9252443	H2AFV	H2A histone family member V
220990_s_at	7.03e-16	2.56e-17	10.10624	28.7178877	0.9244879	MIR21///VMP1	microRNA 21///vacuole membrane protein 1
218049_s_at	6.32e-14	3.21e-15	9.184969	23.9243376	0.9244776	MRPL13	mitochondrial ribosomal protein L13
202935_s_at	1.39e-05	3.09e-06	4.920807	3.5696053	0.9241491	SOX9	SRY-box 9
204426_at	2.35e-13	1.30e-14	8.916586	22.536448	0.9231768	TMED2	transmembrane p24 trafficking protein 2
213007_at	3.03e-15	1.23e-16	9.807779	27.1616754	0.9219535	FANCI	Fanconi anemia complementation group I
202651_at	1.46e-09	1.53e-10	7.076949	13.2723293	0.9215796	LPGAT1	lysophosphatidylglycerol acyltransferase 1
203988_s_at	2.12e-14	9.92e-16	9.409396	25.088705	0.920903	FUT8	fucosyltransferase 8
211639_x_at	3.13e-08	4.19e-09	6.393476	10.0145983	0.9181048	IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH	immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
200641_s_at	2.04e-10	1.83e-11	7.502966	15.3644508	0.918033	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
217791_s_at	7.92e-21	1.38e-22	12.428729	40.7722142	0.9166029	ALDH18A1	aldehyde dehydrogenase 18 family member A1
217835_x_at	9.45e-17	3.01e-18	10.513622	30.8435118	0.9157023	TGIF2-C20orf24///C20orf24	TGIF2-C20orf24 readthrough///chromosome 20 open reading frame 24
210072_at	8.93e-05	2.31e-05	4.424877	1.6317875	0.9131807	CCL19	C-C motif chemokine ligand 19
205436_s_at	1.62e-14	7.39e-16	9.46572	25.3813708	0.9124289	H2AFX	H2A histone family member X
204988_at	1.37e-04	3.65e-05	4.30674	1.1909259	0.9123697	FGB	fibrinogen beta chain
211908_x_at	3.20e-08	4.29e-09	6.388742	9.992528	0.9122033	IGK	immunoglobulin kappa locus
203739_at	1.28e-14	5.73e-16	9.514173	25.6332613	0.9116252	ZNF217	zinc finger protein 217
204092_s_at	2.33e-14	1.11e-15	9.388688	24.9811476	0.911305	AURKA	aurora kinase A
209873_s_at	4.33e-19	9.51e-21	11.613156	36.5655891	0.9106475	PKP3	plakophilin 3
205133_s_at	3.82e-11	3.03e-12	7.85889	17.1414851	0.9068946	HSPE1	heat shock protein family E (Hsp10) member 1
201946_s_at	5.95e-09	6.97e-10	6.766935	11.7780342	0.9046157	CCT2	chaperonin containing TCP1 subunit 2
200650_s_at	1.22e-26	8.67e-29	15.272086	54.9723975	0.9039926	LDHA	lactate dehydrogenase A
218186_at	1.81e-17	5.18e-19	10.849113	32.5931462	0.9025841	RAB25	RAB25, member RAS oncogene family
203693_s_at	2.80e-13	1.56e-14	8.881757	22.3567629	0.9019125	E2F3	E2F transcription factor 3
206364_at	6.36e-15	2.73e-16	9.655512	26.3686263	0.9003629	KIF14	kinesin family member 14
209434_s_at	1.64e-18	3.85e-20	11.345269	35.1754386	0.898296	PPAT	phosphoribosyl pyrophosphate amidotransferase
208837_at	2.27e-16	7.60e-18	10.337449	29.9242573	0.8975252	TMED3	transmembrane p24 trafficking protein 3
209326_at	3.68e-13	2.09e-14	8.825715	22.0678659	0.8941663	SLC35A2	solute carrier family 35 member A2
219862_s_at	4.53e-19	1.00e-20	11.603432	36.5151899	0.8939618	NARF	nuclear prelamin A recognition factor
205817_at	7.31e-11	6.07e-12	7.721953	16.454971	0.8935235	SIX1	SIX homeobox 1
211564_s_at	1.76e-07	2.72e-08	5.994482	8.1813453	0.8932654	PDLIM4	PDZ and LIM domain 4
201829_at	6.40e-10	6.30e-11	7.255729	14.1452259	0.8903826	NET1	neuroepithelial cell transforming 1
202697_at	5.97e-13	3.50e-14	8.726136	21.5552607	0.8875498	NUDT21	nudix hydrolase 21
214455_at	4.10e-08	5.61e-09	6.332048	9.7287591	0.8873613	HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG	histone cluster 1, H2bc///histone cluster 1, H2bi///histone cluster 1, H2be///histone cluster 1, H2bf///histone cluster 1, H2bg
218755_at	1.55e-13	8.35e-15	9.001862	22.9768315	0.8866417	KIF20A	kinesin family member 20A
216365_x_at	5.73e-07	9.66e-08	5.717097	6.9417631	0.8854873	IGLJ3///CKAP2	immunoglobulin lambda joining 3///cytoskeleton associated protein 2
203876_s_at	3.50e-09	3.97e-10	6.882577	12.3324182	0.8853419	MMP11	matrix metallopeptidase 11
218507_at	4.18e-09	4.78e-10	6.844243	12.1482331	0.882057	HILPDA	hypoxia inducible lipid droplet associated
213790_at	3.30e-09	3.71e-10	6.896551	12.3996578	0.8817644	ADAM12	ADAM metallopeptidase domain 12
212474_at	1.02e-11	7.25e-13	8.139097	18.5561108	0.8813907	AVL9	AVL9 cell migration associated
203276_at	6.68e-19	1.51e-20	11.524179	36.1042468	0.8808429	LMNB1	lamin B1
208758_at	6.89e-18	1.82e-19	11.048423	33.631446	0.880549	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
204304_s_at	3.98e-03	1.45e-03	3.269251	-2.2913595	0.8799688	PROM1	prominin 1
212311_at	7.14e-15	3.08e-16	9.632477	26.248723	0.8776179	SEL1L3	SEL1L family member 3
212944_at	9.27e-12	6.55e-13	8.158714	18.6556045	0.8772384	SLC5A3	solute carrier family 5 member 3
200755_s_at	6.94e-13	4.12e-14	8.694929	21.3948163	0.8760472	CALU	calumenin
203517_at	2.09e-15	8.25e-17	9.883514	27.5563858	0.8757597	MTX2	metaxin 2
201596_x_at	7.56e-11	6.29e-12	7.714994	16.4201761	0.8748905	KRT18	keratin 18
208546_x_at	1.63e-10	1.44e-11	7.550821	15.6019479	0.8742046	HIST1H2BH	histone cluster 1, H2bh
212141_at	2.91e-16	9.95e-18	10.286172	29.6566874	0.8741732	MCM4	minichromosome maintenance complex component 4
212563_at	5.21e-17	1.61e-18	10.633227	31.4674669	0.8735744	MIR7112///BOP1	microRNA 7112///block of proliferation 1
